3,0.001
4,0.003
5,0.006
6,0.01
7,0.015
8,0.021
9,0.028
10,0.036
11,0.045
12,0.055
13,0.063
14,0.069
15,0.073
16,0.075
17,0.075
18,0.073
19,0.069
20,0.063
21,0.055
22,0.045
23,0.036
24,0.028
25,0.021
26,0.015
27,0.01
28,0.006
29,0.003
30,0.001
