5
10
12
28
37
55
64
68
91
118
136
163
172
190
217
226
244
253
280
298
361
379
388
415
442
469
487
514
541
568
577
595
622
631
676
685
730
739
793
820
847
874
892
919
928
946
955
982
1036
1054
1063
1081
1108
1162
1171
1189
1225
1243
1306
1324
1333
1360
1378
1414
1441
1459
1549
1567
1621
1630
1648
1675
1684
1711
1738
1756
1810
1873
1900
1918
1927
1945
1999
2026
2053
2080
2107
2116
2134
2143
2170
2197
2269
2278
2296
2332
2359
2404
2440
2458
2467
2512
2521
2566
2575
2674
2701
2710
2737
2755
2809
2863
2872
2899
2926
2944
2971
2998
3025
3034
3052
3115
3142
3160
3187
3214
3223
